,Coeffs
0,76.06636546141512
1,78.92899482724894
2,77.02063733045858
3,78.64494145035478
4,-18.705073680004034
5,-256.11775273753113
6,86.09514440631685
7,-255.15602362610448
8,-113.44228757640504
9,29.229515466653087
10,-219.158650596114
11,137.75879531897942
12,-251.0131931202768
13,-36.162544356676484
14,-3.917546969170276
15,-272.523515771464
16,119.97168368686968
17,-255.43303840572815
18,-77.31198032180419
19,30.466806942850198
20,-190.82505592241216
21,139.6936857218554
22,-242.9790966372562
23,-25.43345585530761
24,12.440619100940344
25,-261.8469842516603
26,139.14360695106055
27,-256.93647103648703
28,-51.665214301787906
29,44.49058245583315
30,-151.4487075049953
31,142.97967989459738
32,-232.07627975263975
33,24.64555980003687
34,55.70812148487658
35,-131.53331011218876
36,134.95054011952988
37,-206.29416940036103
38,54.00520669883384
39,60.53319196689458
40,-65.65581231206836
41,76.35245799592727
42,-159.62884344341532
43,106.76629900387933
44,65.24314920562423
45,-286.7324340183609
46,216.68592966042493
47,-268.36202358360583
48,114.71986026862695
49,78.83142775368216
50,-155.08756143133616
51,170.54430726526374
52,-219.78651722216244
53,184.16694108867821
54,85.16642224971234
55,-358.25952494672543
56,291.82546401894564
57,-318.56427239834323
58,182.83297948903788
59,86.28698213865569
60,-418.7347265864302
61,365.69183340833
62,-375.3459622542477
63,236.81414827206987
64,55.9427814472935
65,-386.6144064403018
66,377.2099724655678
67,-394.72799164125223
68,176.26412742048714
69,-1.1443219964574791
70,-264.24890047207214
71,104.29702440902909
72,-246.94073730557605
73,-69.97756173997153
74,36.958026998975974
75,-208.19757227422988
76,130.2755793112158
77,-240.04486100201984
78,-18.954386257235097
79,33.037750206355554
80,-192.38145248976014
81,125.50581859107491
82,-237.7509869175989
83,-19.263955002089887
84,21.857618548592416
85,-251.815373484191
86,130.17914774135647
87,-250.85325315580207
88,-16.798219413459005
89,-11.130739170115953
90,-256.2187244916342
91,99.8578804663947
92,-258.2942434704063
93,-72.94073313857923
94,49.62106721285185
95,-127.3005376967834
96,141.49057160302257
97,-224.02321752068656
98,34.89405900312549
99,58.15320764770814
100,-60.50297154265446
101,51.94248962106134
102,-147.74924582947233
103,85.73877584920606
104,37.19447492188415
105,-312.44072893563373
106,189.8912860500658
107,-291.51959701393827
108,34.53454050478905
109,71.29718503294156
110,-123.11867380089343
111,150.5709390759646
112,-206.00726212973998
113,130.15144725813136
114,78.60723587486191
115,-151.11865585307473
116,190.61063432877552
117,-242.9434891139082
118,156.66901071896675
119,88.68022248528878
120,-275.9703066719398
121,262.73835794087677
122,-281.8096548390096
123,191.4336660969497
124,92.82271094103776
125,-399.96750148165336
126,341.13897112596635
127,-352.0208483426085
128,204.54319072604173
129,60.176449718599564
130,-393.37201947266027
131,382.8124914225767
132,-399.731614141127
133,197.07346799557592
134,30.355020569447557
135,-202.25841167240148
136,144.75074812924106
137,-255.29856279887304
138,-18.180283628728734
139,23.543737542539347
140,-258.39300936040905
141,148.72752691631052
142,-261.75297967635345
143,-17.736230805336874
144,13.320794693031651
145,-283.593854136214
146,131.09485156651587
147,-264.6361544491175
148,-46.01313438600427
149,3.6440449615174537
150,-275.0064224697266
151,121.09924130554103
152,-261.5793421187896
153,-72.37688729108586
154,50.0537682604604
155,-98.83085964578544
156,85.26748224219062
157,-173.62536575199803
158,41.11857444181927
159,-5.740592740372599
160,-269.75678388543696
161,132.81642531129543
162,-270.9631652648808
163,-58.76062241958748
164,47.70869193931716
165,-204.19809302498308
166,186.35832534952425
167,-265.14782174144176
168,31.506213341568547
169,64.0410132243576
170,-156.8564472314198
171,162.40386721297673
172,-226.97181208323923
173,140.88039249803487
174,64.0446585486357
175,-110.13436645616194
176,122.34699345865343
177,-193.45415823830734
178,120.14425824394951
179,71.08885463887
180,-367.7043249660545
181,290.7341755540615
182,-334.7167548346524
183,139.94369843707767
184,90.47814250014193
185,-248.0434231062715
186,280.0675482886326
187,-297.3308256540166
188,210.0593982378255
189,80.53665886216844
190,-440.9832146075048
191,371.11400006584716
192,-374.8357566115545
193,217.99824720205618
194,60.72856780825904
195,-398.4259362603201
196,398.9867653502567
197,-404.2682466130458
198,200.17305071979501
199,25.859663940078416
200,-298.19450967113846
201,174.87306912078313
202,-282.7850800566476
203,-6.70743883625836
204,26.683702158452487
205,-315.7274328497745
206,164.20585964388323
207,-280.52436889073743
208,-33.62944876281971
209,47.690861448301625
210,-154.49533863377619
211,144.4029648762403
212,-237.79954043624068
213,20.119011795375073
214,-17.911834491696656
215,-252.46352514964485
216,110.96776585493984
217,-265.49997846446644
218,-92.3192698255947
219,54.14343679829648
220,-137.48732266733398
221,146.30452243205943
222,-240.30579742038051
223,70.15632122502903
224,25.06990924679581
225,-314.4966021670786
226,175.0315520248695
227,-287.63076998568977
228,-1.5625316297910872
229,9.905159419546017
230,-340.09021448077493
231,192.69696173881366
232,-300.6378022599526
233,-29.774919862526005
234,71.35130338305594
235,-186.72476689491356
236,211.52399256290886
237,-268.2193527568676
238,104.2070045623204
239,70.2554551268165
240,-257.8912054752826
241,252.20218060141016
242,-308.44875616733657
243,118.14341833610126
244,86.75780596325984
245,-154.56232501427058
246,207.70624474000002
247,-250.14073249743853
248,211.40454135143221
249,79.80592680259691
250,-412.5056936005591
251,344.74094917863647
252,-360.89194616122074
253,182.07524975529205
254,78.32647213577494
255,-444.62418226840106
256,378.1157727088652
257,-391.231877235584
258,206.01596474444798
259,61.399632267134095
260,-377.9877225767915
261,417.8530617902378
262,-406.4967745853194
263,184.21794258176496
264,80.56179732127892
265,10.47946547731718
266,35.65253765858314
267,16.978468435511136
268,26.38399669480827
269,-3.7252874334434716
270,-37.26859085443964
271,-97.83659642680594
272,-18.4775648291158
273,-70.68990367380698
274,-11.854866963016772
275,9.262068258099047
276,80.82254328798578
277,36.69359090194145
278,4.970122899168452
279,7.167335405780278
280,18.32721396745018
281,64.9309032548793
282,-11.94909957435023
283,-100.91672902627022
284,28.957707475588897
285,-56.57030773774744
286,-41.96384325458197
287,-30.117788851039926
288,1.5832308800291006
289,78.65903028554496
290,18.722914971841753
291,16.7378287398364
292,20.077326902309814
293,34.353672278344284
294,-61.05028333088389
295,66.1403791642248
296,-0.03553868655695533
297,-31.482068867943816
298,-95.42580944158289
299,6.012089380994729
300,-25.94154014540283
301,14.672010201345971
302,79.70132605411222
303,26.556417618855452
304,20.580258830415985
305,-3.2147956958266377
306,80.74902207455672
307,-8.018411407556744
308,31.435414436140483
309,39.88439529255218
310,-10.12705560058814
311,1.1176321018015885
312,-55.51452399490248
313,6.913575151046614
314,25.000251120832864
315,92.41909208559179
