,Coeffs
0,74.30471742636317
1,87.96079730552627
2,42.66491110962595
3,87.17081233420748
4,-26.00844432929035
5,-37.42731230174597
6,-23.457218800038383
7,-32.59565968143595
8,38.5226446909717
9,-53.88784633592787
10,32.46529738011611
11,64.44747276290235
12,-0.93758478186236
13,-14.368479401358158
14,2.3327813493153964
15,-16.66364173102484
16,51.066166025998896
17,-61.08883831120814
18,36.77016799711085
19,40.60684166072933
20,-27.778746117895356
21,-31.15863083683723
22,-23.900623819561066
23,-34.555714991737396
24,42.0905931249911
25,-66.06743857702745
26,24.306740299573278
27,52.24338505397128
28,-1.2043541718462127
29,-23.065368349227164
30,2.6311571547183408
31,-19.128755946243615
32,40.03105010645174
33,-57.30107563253417
34,40.8033818748868
35,47.967398217567926
36,1.4479954250703757
37,-20.711368346825676
38,7.570396699114984
39,-22.227638769531655
40,41.172180342539775
41,-45.052645579999414
42,38.19672011829008
43,35.63233554350042
44,-5.4659536459781
45,-28.405854365717776
46,-1.1657780465010865
47,-24.702068115050146
48,39.77894726922976
49,-39.41148399269095
50,22.554233016151237
51,52.03261444994685
52,-7.424101462541814
53,-15.107018771211706
54,-7.9061168252380245
55,-12.601248439094663
56,33.495148697873375
57,-39.1312927783553
58,27.343516037676153
59,81.10715353562118
60,3.1920550179596647
61,-1.1730851130675002
62,1.439720912158621
63,-6.581453847008934
64,32.587432491786004
65,-27.223899059251025
66,29.558850546105976
67,68.89903773012638
68,7.513268036429283
69,13.65072626504953
70,7.789198343726937
71,14.820123512683741
72,9.474756994565537
73,-16.410164205644254
74,2.976907038865564
75,97.64741439138128
76,19.412019963200564
77,20.961883609722108
78,18.874203250475087
79,22.401624275338545
80,-5.929802718515851
81,20.973921505595456
82,-11.198721705908357
83,87.04743876884619
84,11.11582617201329
85,32.176144260609455
86,12.45461513639519
87,37.644747661149054
88,-47.00038897739236
89,54.07633362464769
90,-41.80620492942977
91,123.71440028126484
92,-35.4220670450533
93,11.933674969943098
94,-27.83430799206826
95,1.4662184051974048
96,-135.26722626964226
97,155.82977901224984
98,-132.0604588648874
99,149.1406492099057
100,-36.8533058833462
101,8.117916494956232
102,-39.95768747979379
103,-1.4711230629209524
104,-244.6652291409214
105,248.67049014206566
106,-226.60281219927126
107,151.38244686613726
108,-50.04550174865449
109,-46.13960003190195
110,-46.42433815947577
111,-44.901048596068925
112,50.92173251476414
113,-76.57497640140383
114,40.20076553422295
115,20.761853702469796
116,-4.396722463916786
117,-38.07891121112926
118,-3.4162762475604236
119,-33.21218843819984
120,43.759330880848395
121,-58.51120130836381
122,39.50339642550542
123,38.09538296215023
124,-34.151433947504756
125,-33.97083759422034
126,-31.974987796677446
127,-34.89452350552817
128,41.400033546911764
129,-59.997548749387875
130,32.08533092750878
131,40.37016294584656
132,2.076789295456515
133,-30.25260844310235
134,5.942528697275213
135,-31.609004116698948
136,36.12839813659639
137,-57.87204804598723
138,33.95289169957942
139,38.60918952822016
140,2.634641529068186
141,-15.3147431380875
142,-0.4631598985820732
143,-14.724870749440825
144,48.21571712097228
145,-50.636298707507414
146,45.65970036851276
147,35.03415065560069
148,-1.3612148275250568
149,-26.360196713880093
150,-6.398478010524517
151,-27.98469089299374
152,37.52605317873929
153,-40.620470926920056
154,23.435589847340054
155,50.32905224300227
156,-2.1315758791929755
157,5.132781044585092
158,-3.418423884541893
159,7.498405780330905
160,37.61377939683863
161,-38.81630492235147
162,25.107027389649378
163,47.61404389173783
164,-13.657488319345015
165,-2.685172405415857
166,-13.10047386668643
167,-4.26840757767354
168,20.10795847676936
169,-45.0108780871849
170,25.176799048871732
171,79.97785939899076
172,26.75413383184481
173,20.297923490474822
174,31.931481432564485
175,21.927358984732717
176,8.931822266553363
177,-6.446236645594379
178,5.522842556074869
179,90.31086497637345
180,16.02145446999965
181,3.3816467782646242
182,12.473628798646283
183,8.829352778504791
184,-15.692404776439501
185,28.11704492503431
186,-21.523824053770646
187,112.96768688923538
188,4.972822446114644
189,16.801596977235086
190,1.0686762866714572
191,15.857843599958235
192,-49.46319670968338
193,70.24236375553468
194,-49.89756084968238
195,155.84532206267332
196,-10.420651245445873
197,24.021141955568545
198,-13.66009342698761
